FirstSurvey,Status,StatusOther,Field,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,FieldOther,NumWorkshops,TimeSinceWorkshop,WhichCarpentry,ContentCovered,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,ContentCoveredOther,Behaviors,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,BehaviorsOther,ProgrammingBefore,ProgrammingSince,ChangeInConfidence,HowToolsHelped,Column34,Column35,Column36,Column37,HowToolsHelpedOther,Writing,WritingResponse,OtherTopics,AdvanceCareer,MotivatedSeekKnowledge,AnalysesReproducible,ProfessionalRecognition,Column42,ImproveResearchProductivity,GainedConfidence,ImpactResponse,Country,Gender,Race,Column45,Column46,Column47,Column48,Column49,Column50,Involvement,Column51,Column52,Column53,Column54,Column55,Column56,Column57,InvolvementOther,ContinuousLearning,Column59,Column60,Column61,Column62,Column63,ContinousLearningOther,Recommended,LikelyToRecommend,OutcomesResponse,NotApplyingSkillsResponse,AdditionalCommentsResponse
,Graduate Student,,,,,,,,,,,,,,Public Health,1,More than 1 year ago,,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Several times per year.,Several times per year.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,I used python NLTK to publish an article on automated content analysis that was also part of my Masters thesis.,Natural language processing and citation mapping (ie. humanities computing),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The story the instructor told about being asked to reproduce a figure in their thesis on the spot during the defense and them not being able to do it because the methods were written on scraps of paper somewhere and never systematically organized- that was me! Big difference now in the transparency of my work and reproducibility of my results :-),,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,Yes.,10,,,
,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Several times per year.,Weekly.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,,,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,Yes.,10,,,
,Postdoc,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,2,6 months - 1 year ago,,,Git,,,,Python,R,,SQL,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Daily.,Weekly.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,I used some of the skills I learned in my dissertation research.,,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Learning Git was especially valuable.,,,,,,,,,,,,Became a workshop helper.,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,I don't remember.,7,,"It would be most useful to me if I could come out of each workshop with some well organized ""quick reference"" info to save, that would help jog my memory later.  ",
,Graduate Student,,,,,,,,,,Life Sciences,,,,,2,0-6 months ago,,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,Sharing code or data publicly on places like GitHub or FigShare.,,Less than once per year.,Monthly.,I’m more confident now.,,They are improving my ability to analyze data.,,,,,No.,,I would enjoy learning how HPC works and how these skills can be migrated or adapted to HPC. ,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Improved confidence when using Unix. ,,,,,,,,,,,,,,,,,,,Participated in an in-person short course.,,,,,Used non-Carpentry self-guided material.,,Yes.,8,,,
,Graduate Student,,,,,,Earth Sciences,Engineering,,,,,,,,1,More than 1 year ago,,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,git,LaTeX,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,10,Masters thesis  Collaborate on Git,,
,Faculty,,,,,,,,,,Life Sciences,,,,,1,0-6 months ago,,,Git,,,,,R,,SQL,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Several times per year.,Several times per year.,I’m more confident now.,,,,,I am not using the tools I learned.,,Not sure.,,Big data analysis  ,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,It was important to know a little about some of the tools available to analyze huge databases ,,,,,,,,,,,,,,,,Participated in a Twitter chat.,,,,,Participated in a Meetup.,,,,,Yes.,8,,,
,,Research Staff,,,,,,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,,Git,,,,,R,,,,,RMarkdown,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,,,,,,Yes.,encouraged me to think in terms of reproducible research,??,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,exposure to tools I had only previously heard about but had not had time to investigate,,,,,,,,,,,,,,,,,,,,,,,,,,No.,7,using reproducible research tools - incl. git and markdown,,
,Industry,,,,,,,,,,Life Sciences,,,,,3+,6 months - 1 year ago,,,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,I had not been using tools like these.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,,Analysis of next-generation sequencing data ,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,I realized I have a brain for coding and it has rounded out my education in my field (genetics).,,,,,,,,,,,,,,,,,,,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,Yes.,10,"Automated my very repetitive, time consuming data analysis/data parsing.  I have become able to implement code written by bioinformaticians assisting with their workload.",,Please offer more workshops in western Canada. Many individuals in my company would like to take the R workshop but there are no workshops in Vancouver this year.
,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,Python,R,,,,,,,,,,,,,,,,I had not been using tools like these.,Several times per year.,I’m equally confident now.,,,,,I am not using the tools I learned.,,Not sure.,,"Data management, data visualization",Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,The carpentry workshop was a good introduction but I without any further help I could not make the jump from introduction to actually applying these resources and tools to my data. ,,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,,,,,,,I didn't know that these were available. ,Yes.,7,I had my first introduction to R and Python. I was interested in learning more. ,The data I work with is mostly visual data and I have a large learning curve between an intro workshop and actually applying it to my work. I am trying still to close this gap. ,
,Industry,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,,,,,Unix Shell,,,,,,,,,Using version control to manage code.,,,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,,,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,5,,,
,Graduate Student,,Agricultural or Environmental Sciences,,,,Earth Sciences,,,,,,Physical Sciences,,,1,More than 1 year ago,,,Git,,,,,R,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,I had not been using tools like these.,Weekly.,I’m more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Yes.,"Once being introduced to R and Git by Carpentry, I realized how powerful it was and pursued learning to code by taking a class focused in R and Python. I used R, python and matlab for my thesis research and statistics",Not sure,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Being introduced to coding and how it can help with research,,,,,,,,,,,,,,,,,,,,,,Participated in a semester long course.,,,,Yes.,9,Introduced to coding and then choose to learn more in additional classes,,"Great class, glad I took it"
,Postdoc,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,Mercurial,,Python,,,,Unix Shell,,,,,,,,,,,,Using numpy and matplotlib,Weekly.,Weekly.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,"I first learned to use numpy and matplotlib at the Software Carpentry workshop. I recently used this knowledge to process data and make figures for a postdoc fellowship application (i.e., funding application). ","discipline-oriented workshops might be valuable, e.g., workshop for dealing with biological data sets.",Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,7,,,
,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Graduate Student,,,,,,,Engineering,,,,,,Social Sciences,,1,0-6 months ago,,,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Less than once per year.,Monthly.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,,How to deploy platforms and languages to non-unix based computers or how to use similar tools on Windows based computers. ,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Made the whole field of unix and shell scripts more manageable. Im going to try a Raspberry Pi project soon!,,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,10,,,
,Industry,,,,,,,,,,,Mathematics or Statistics,,,Operations Research,1,More than 1 year ago,,,Git,,,,Python,,,SQL,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,No.,,,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,"I took the workshop about 5 years ago as a PhD student.  I learned how to write SQL and write short programs at the command line.  I gained confidence using the command line and learned that it can be quite powerful and simple for a variety of tasks. I still use Carpentry resources from online to learn new material and recommend it to work colleagues for learning Git, R, Python, and SQL.",,,,,,,,,,,,,,,,,,Used Carpentry resources and recommend to co-workers (even 5 years later),,Participated in an online short course.,Participated in a Meetup.,Participated in a semester long course.,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10,"Learned SQL, Git, and how to use the command line.  I still use all of these skills.  I had never heard of ""version control"" before the class, so that was eye-opening.",,"I recommended that my liberal arts undergraduate college host a workshop recently.  I'm not sure that they have pursued it, but I will keep on them."
,Faculty,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,"The Software Carpentry workshop introduced me to python and github, enabling me to work with a Co-Investigator to produce figures that I will use in an upcoming proposal. We are working on making other figures and doing other analyses that will go into multiple manuscripts. Essentially, the workshop made it possible for me to understand what my Co-I is doing as he translates my Matlab code into a python repository on github. I am learning to use the functions and scripts he writes and will eventually be able to modify them and write my own and keep them on github. (There was a long hiatus, about 1.5 years, between the Carpentry workshop and my actually getting this transition to python and github from Matlab off the ground.)","I am interested in the Data Carpentry workshops but I am in Earth Sciences (physical oceanography). Also, it would be nice to have a follow-up workshop focused on getting people off the ground on their own project....",Strongly disagree,Strongly disagree,Strongly disagree,,Disagree,Disagree,Strongly disagree,"See my earlier comment on getting the transition to python off the ground finally. However, as an assistant professor I am busy enough that it would not have happened until I got a Co-I who was experienced with python and github. Hence my suggestion of some kind of follow-on workshop option that helps people get their own project started transferring into python and github....",,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,10,See previous answers,See previous answers (mainly busyness),
