When-Taking-Survey,First-Time,Research,Status,Status-Other,Involvement,Practical-Knowledge,Organize-Data,Use-OpenRefine,Import-Python,Import-R,Visualizations-in-Python,Visualizations-in-R,Construct-SQL,Use-command-line,Skill-Level-Prior,Skill-Level-Following,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Application,Worth-My-Time,Material,Recommend,Instructors-Clear-Answers,Instructors-Considerate,Instructors-Effective,Instructors-Enthusiastic,Workshop-in-US,Age,Gender,Gender-Other,Race-American-Indian,Race-Asian,Race-Black,Race-Hispanic,Race-Islander,Race-White,Race-Prefer-Not,Race-Other
"I have just completed the workshop, and am taking it at the event",yes,Advancement,Staff,,Somewhat involved,Some practical knowledge,Agree,Strongly Agree,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Agree,Agree,Agree,High,Somewhat higher,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,,Usually,Usually,Usually,Usually,yes,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,,Staff,,Very involved,Some practical knowledge,Strongly Agree,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Strongly Agree,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,,Strongly agree,,Always,Always,Always,Always,yes,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",no,Marine Biology,Graduate student,,Enthusiastically involved,A great deal,Agree,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Strongly Agree,Low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,,Always,Always,Always,Always,yes,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Biology,Graduate student,,Very involved,Some practical knowledge,Neutral,Agree,NA/Not covered at this workshop,Disagree,NA/Not covered at this workshop,Agree,Strongly Agree,Disagree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,,Usually,Always,Usually,Usually,yes,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Bioscience,Post-doc,,Enthusiastically involved,A great deal,Neutral,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Neutral,High,Higher,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,,Always,Always,Always,Always,no,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Energy,Graduate student,,Somewhat involved,Some practical knowledge,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,Agree,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,,Always,Always,Always,Always,no,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Health Sciences,Graduate student,,Very involved,Some practical knowledge,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,Low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,,Always,Always,Most of the time,Most of the time,no,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,,Staff,,Somewhat involved,A great deal,Agree,,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,,Most of the time,Most of the time,Most of the time,Always,no,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Business,Graduate student,,Very involved,Some practical knowledge,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neither high nor low,Higher,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,,Most of the time,Most of the time,Most of the time,Most of the time,no,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Social Science,Undergraduate student,,Very involved,Some practical knowledge,Agree,Neutral,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,Strongly Agree,Low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,,Always,Always,Always,Always,no,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Epidemiology,Graduate student,,Very involved,Some practical knowledge,Neutral,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,High,Higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,,Most of the time,Most of the time,Usually,Always,no,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Water ,Other (please specify),Hydrologist,Enthusiastically involved,A great deal,Agree,Agree,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Neither high nor low,Somewhat higher,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,no,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Engineering,Graduate student,,Enthusiastically involved,A great deal,Agree,Neutral,Agree,,Strongly Agree,,Strongly Agree,Strongly Agree,Low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,no,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,,Staff,,Somewhat involved,Some practical knowledge,Neutral,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Neutral,Agree,High,Somewhat higher,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,,Usually,Most of the time,Usually,Most of the time,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Economics,Staff,,Very involved,Some practical knowledge,Agree,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Strongly Agree,Agree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,,Always,Always,Always,Always,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Finance ,Other (please specify),Analyst,Somewhat involved,Some practical knowledge,Neutral,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,Neutral,Neutral,High,Somewhat higher,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,Always,Always,Most of the time,Always,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Economics,Other (please specify),Researcher,Very involved,Some practical knowledge,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Disagree,NA/Not covered at this workshop,Disagree,Agree,NA/Not covered at this workshop,High,About the same,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,,Always,Always,Sometimes,Most of the time,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Economics,Staff,,Very involved,A great deal,Neutral,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,Neutral,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,,Most of the time,Always,Most of the time,Most of the time,yes,,,,,,Black or African American,,,,,
"I have just completed the workshop, and am taking it at the event",yes,,Other (please specify),Analyst,Very involved,Some practical knowledge,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Strongly Agree,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes,,,,,,,Hispanic or Latino,,,,
"I have just completed the workshop, and am taking it at the event",yes,Economics,Staff,,Very involved,Some practical knowledge,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Disagree,NA/Not covered at this workshop,Disagree,Agree,Disagree,Very low,Somewhat higher,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,,Most of the time,Always,Always,,yes,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Economics,Staff,,Somewhat involved,Some practical knowledge,Neutral,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Neutral,Agree,Agree,Neither high nor low,About the same,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,,Most of the time,Always,Most of the time,Most of the time,yes,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Economics,Staff,,Very involved,Some practical knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Economics,Other (please specify),Researcher,Somewhat involved,Some practical knowledge,Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,Always,Always,Always,Usually,yes,,,,,,,Hispanic or Latino,,,,
"I have just completed the workshop, and am taking it at the event",yes,Social Science,Undergraduate student,,Somewhat involved,Some practical knowledge,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Very low,Higher,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Economics,Staff,,Somewhat involved,Some practical knowledge,Agree,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Strongly Agree,Agree,High,Somewhat higher,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,,Most of the time,Always,Usually,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Undergraduate student,,Very involved,Some practical knowledge,Agree,Disagree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,NA/Not covered at this workshop,Low,Somewhat higher,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,,Usually,Most of the time,Usually,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Post-doc,,Very involved,A great deal,Agree,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Agree,High,Higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Microbiology,Graduate student,,Enthusiastically involved,A great deal,Agree,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Low,Higher,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,,Most of the time,Always,Most of the time,Always,yes,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Biology,Post-doc,,Very involved,A great deal,Agree,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,High,Somewhat higher,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,,Always,Always,Always,Always,yes,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Molecular Biology,Graduate student,,Very involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Strongly Agree,Low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly disagree,Strongly disagree,,Always,Always,Always,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Genetics,Graduate student,,Enthusiastically involved,A great deal,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither high nor low,About the same,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,Usually,Most of the time,Most of the time,Always,yes,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Microbiology,Graduate student,,Very involved,Some practical knowledge,Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Neither high nor low,Higher,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,,Always,Always,Most of the time,Always,yes,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Genomics,Graduate student,,Enthusiastically involved,A great deal,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,no,,,,,Asian/Pacific Islander,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Genetics,Graduate student,,Very involved,A great deal,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Ecology,Graduate student,,Very involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither high nor low,Somewhat higher,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,no,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Resource Enhancement,Graduate student,,Very involved,Some practical knowledge,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Neither high nor low,Somewhat higher,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,,Most of the time,Always,Most of the time,Always,no,,,,,,,,,,,
