End Date,NewDate,Please indicate your relevant fields or disciplines.��Check all that apply.,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,What is your current status? Check all that apply.,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,What operating system is on the computer you are bringing to the workshop?,How often do you currently use any of the following?,Column24,Column25,Column26,"Please rate your level of satisfaction with your current data management and analysis workflow (i.e. how you collect, organize, store and analyze your data).",Why are you attending this workshop? Check all that apply.,Column27,Column28,Column29,Column30,How did you find out about this workshop? Check all that apply.,Column31,Column32,Column33,Column34,Column35,Column36,Which of the following programming languages��is being covered in your workshop?,Please rate your level of agreement with the following statements:,Column37,Column38,Column39,Column40,Column41,Please share what you most hope to learn from attending this workshop.,In what country is your workshop being held?,With��what gender do you most identify?,Column42,How would you describe yourself? Choose one or more of the following groups.,Column43,Column44,Column45,Column46,Column47,Column48,Column49
10/19/17 3:55,2017-10,Agricultural or Environmental Sciences,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,I hope to learn how to make use of the R programming in effort to achieve better analyses  of the results in my research work,,,,,,,,,,,
10/19/17 4:12,2017-10,,,,,,,,,,,,,,Molecular microbiology,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,"use of QIIME for 16s data analysis, The use of R for 16S visualisation",,,,,,,,,,,
10/20/17 7:25,2017-10,,,,,Computer Science,,,,,,,,,,,,,,,,Research Staff,,,,Windows,,,,,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,
10/19/17 3:23,2017-10,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,,,,,,,,,,,Research Staff,,,,UNIX/Linux,,,,,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Using R for data processing and visualization,,,,,,,,,,,
10/19/17 3:54,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,Other web site,,,,R,Strongly agree,,,,Disagree,Strongly agree,I hope to gain an overview on the most efficient approaches to genetic datasets and to build up a background that will allow  me to improve those skills independently in future.,,,,,,,,,,,
10/18/17 9:28,2017-10,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Neutral,Neutral,Agree,Neutral,Agree,Agree,"usage of R for basic plotting charts, statistical analysis and exploiting existing packages",,,,,,,,,,,
10/17/17 16:49,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,,Read about it in a newsletter or university web site,,,,,,R,Strongly agree,Agree,Agree,Agree,Neutral,Agree,,,,,,,,,,,,
10/17/17 14:30,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/17 13:48,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,Faculty,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,to be better able to encourage effective data management in my lab,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Familiarity. I need repetition and do not make time unless I go to these...,,,,,,,,,,,
10/16/17 8:48,2017-10,,,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,Research Staff,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Neutral,Agree,Agree,,,,,,,,,,,,
10/16/17 8:07,2017-10,,,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,,,,,,,,,,,,
10/16/17 7:50,2017-10,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,,UNIX/Linux,,,,,Satisfied,To learn skills that I can apply to my current work,,,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Not use R for the always same dataset like planes or cars but use more bioconductor or readLines functions (mfasta files as input),,,,,,,,,,,
10/13/17 5:25,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/17 7:44,2017-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/17 15:46,2017-10,,,,,,Earth Sciences,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,tools to make data management easier and less time-consuming.,,,,,,,,,,,
10/10/17 12:44,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 12:01,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/17 11:04,2017-10,,,,,,,,,Library Sciences,,,,,,,,,Faculty,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,,,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
10/3/17 5:01,2017-10,,,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,,,,,,,,,,,,
10/3/17 1:08,2017-10,,,,,,,,,,,,,,Education,,,,,,,,,Retired/Not Employed,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Learn R and improve on SQL,,,,,,,,,,,
10/2/17 23:23,2017-10,,,,,,,,,,,,,,epidemiology,,,,,,,,,,non-profit administrator,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Strongly disagree,Neutral,Agree,Strongly disagree,Neutral,Basic orientation to R ,,,,,,,,,,,
10/2/17 19:21,2017-10,,,,,,,,,,Life��Sciences,,,,,,,,,,Government Employee,,,,,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,To better understand how these tools are used in the broader data management community.,Received an email about the workshop,,,,,,,R,Agree,Agree,Agree,Agree,Agree,Strongly agree,Better understanding of current state of how R and SQL are used in the broader data management community.,,,,,,,,,,,
10/2/17 16:17,2017-10,,,,,,,,,,Life��Sciences,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,,,,,,,,,,,,
10/2/17 15:07,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/17 14:11,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/17 11:13,2017-10,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,,,,,Veterinary medicine and epidemiology,,Graduate Student,,,,,,,,Doctor of Veterinary Medicine candidate,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,,,R,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,"Build on the R skills I already have and learn things about SQL, which I'm currently trying to teach myself how to use.",,,,,,,,,,,
10/2/17 11:05,2017-10,,,,Business/Economics,,,,,,,,,Social Sciences,,,,,,,Government Employee,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,R,,,,,,,,,,,,,,,,,,
10/1/17 16:46,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,"I am currently satisfied with my processes but I am mostly self taught so it is usually pretty ad-hoc. Learning some new tools would surely help, especially as I am beginning to work with larger datasets.",,,,,,,,,,,
9/29/17 23:13,2017-09,,,,,,,,,,Life��Sciences,,,,Conservation science,,,,,,Government Employee,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Agree,Neutral,Disagree,Agree,Being able to use R and good dataset management techniques,,,,,,,,,,,
9/29/17 23:12,2017-09,,,,,,,,,,,,,,Information science ,,,,Faculty,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,,,Twitter or other social media,,,,,R,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,,,,,,,,,,,,
9/29/17 20:33,2017-09,Agricultural or Environmental Sciences,,,,,,,,,,,,Social Sciences,,,,,,,Government Employee,,,,,Apple/Mac OS,,,,,Satisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Basic R skills,,,,,,,,,,,
9/29/17 18:21,2017-09,,Bioinformatics/Genomics,,,Computer Science,,,,,,,,,,,,,,,,,,Retired/Not Employed,,Apple/Mac OS,,,,,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,As a requirement for my program/current position,,,Read about it in a newsletter or university web site,,,,,iDigBio website,R,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Agree,How to clean up dirty data,,,,,,,,,,,
9/29/17 18:04,2017-09,,,,,,,,,,Life��Sciences,,,,,,,,,,Government Employee,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,,,,,,,,,,,,
9/29/17 15:56,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/17 15:25,2017-09,,,Biomedical/Health Sciences,,,,Engineering,,,,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Agree,Agree,Agree,Agree,Agree,Agree,Learn R. Getting worried by these questions. Thought the purpose of this class was to teach me R. ,,,,,,,,,,,
9/29/17 15:08,2017-09,,,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,Research Staff,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,,,R,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Agree,I hope to get a better applied understanding of how to use R for analysis of large data sets,,,,,,,,,,,
9/29/17 14:56,2017-09,,,Biomedical/Health Sciences,,,,,,Library Sciences,,,,,,,,,Faculty,,,,,,research librarian,Apple/Mac OS,,,,,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,greater proficiency with R and programming in general,,,,,,,,,,,
9/29/17 14:30,2017-09,,,,,,,Engineering,,,,,,,Water Resources,,Graduate Student,,,,,,,,,Windows,,,,,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,Python,,,,,,,,,,,,,,,,,,
9/29/17 11:16,2017-09,,,,,,,,,,,,,,Geography,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,Python,Agree,Disagree,Neutral,Neutral,Disagree,Strongly agree,,,,,,,,,,,,
9/29/17 3:02,2017-09,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,,,Retired/Not Employed,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,,While registering for TDWG 2017 annual meeting,R,Strongly agree,Neutral,Agree,Neutral,Neutral,Strongly agree,"I hope to be able to learn to use these tools to be able to analyse, visualise and clean my data.",,,,,,,,,,,
9/28/17 21:23,2017-09,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,"I hope to refine my knowledge of data management to incorporate into my graduate studies, and provide accurate data synthesis and tracking.",,,,,,,,,,,
9/28/17 21:03,2017-09,Agricultural or Environmental Sciences,,,,,,,,,Life��Sciences,,,,Ecology,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not applicable,,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,Agree,Disagree,Neutral,Disagree,Disagree,Agree,,,,,,,,,,,,
9/28/17 17:58,2017-09,,,,,,,,,,Life��Sciences,,,,,,,,,,,Research Staff,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,Other web site,,,,R,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Strongly agree,To be able to use R,,,,,,,,,,,
9/28/17 17:59,2017-09,Agricultural or Environmental Sciences,,,,,,,,Library Sciences,Life��Sciences,,,,Botany,Undergraduate Student,,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,Other web site,,My friend/colleague told me about it,,R,Strongly agree,Neutral,Agree,Agree,Disagree,Strongly agree,Skills needed to use SQL and R in my work. Good practices when dealing with data.,,,,,,,,,,,
9/28/17 16:21,2017-09,,,,,,,Engineering,,,,,,,,,,,,Industry Employee,,,,,,Windows,,,,,Very satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,
9/28/17 16:12,2017-09,,,,,,,,,Library Sciences,,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I'd to be more efficient in my programming/scripting ,,,,,,,,,,,
9/28/17 15:59,2017-09,Agricultural or Environmental Sciences,,,,,,,,,Life��Sciences,,,,ecology/macroecology/global change research,,Graduate Student,,,,,,,,,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Hoping to learn data cleaning with OpenRefine and to increase my familiarity with SQL,,,,,,,,,,,
